@dimension:3
0.918378, 0.176512, 0.638847
0.103365, 0.252063, 0.424387
0.665590, 0.572252, 0.843544
0.436788, 0.095562, 0.113936
0.927754, 0.756841, 0.232652
0.176103, 0.761981, 0.611217
0.723162, 0.185118, 0.282188
0.733369, 0.727213, 0.266235
0.608978, 0.094824, 0.705807
0.498449, 0.433295, 0.388597
0.145962, 0.175037, 0.853510
0.950556, 0.001598, 0.862948
0.568662, 0.506111, 0.201409
0.086073, 0.628622, 0.247088
0.815049, 0.528723, 0.247083
0.724701, 0.056497, 0.539244
0.067578, 0.791508, 0.874397
0.984529, 0.977216, 0.076688
0.889738, 0.829234, 0.934089
0.225783, 0.728790, 0.772974
0.366751, 0.980300, 0.905112
0.216478, 0.353510, 0.447023
0.112287, 0.207145, 0.488128
0.961703, 0.341337, 0.845429
0.121202, 0.044761, 0.301206
0.377535, 0.230591, 0.543848
0.447189, 0.901315, 0.407941
0.267561, 0.898666, 0.872363
0.797946, 0.081770, 0.311859
0.406280, 0.342011, 0.181432
0.320447, 0.750825, 0.122339
0.156591, 0.817559, 0.706623
0.221095, 0.949496, 0.182059
0.866174, 0.790375, 0.825390
0.322002, 0.892049, 0.670792
0.006704, 0.679752, 0.596364
0.090432, 0.883211, 0.129513
0.718240, 0.462673, 0.139011
0.358916, 0.299970, 0.602054
0.726613, 0.191420, 0.198141
0.164010, 0.518833, 0.028634
0.243367, 0.277545, 0.705719
0.025472, 0.100802, 0.177722
0.980583, 0.651586, 0.201929
0.824473, 0.909831, 0.524295
0.822796, 0.730612, 0.404272
0.591177, 0.915416, 0.393142
0.530762, 0.516594, 0.394551
0.215320, 0.879500, 0.756449
0.635703, 0.264486, 0.213033
0.452567, 0.292773, 0.640493
0.763601, 0.838279, 0.955880
0.473239, 0.722335, 0.282395
0.213019, 0.217048, 0.926115
0.209532, 0.605181, 0.273804
0.817086, 0.759603, 0.646410
0.215654, 0.499702, 0.489030
0.129230, 0.969371, 0.226659
0.452820, 0.549168, 0.861188
0.984893, 0.088476, 0.016248
0.083601, 0.077997, 0.895258
0.601223, 0.752584, 0.681464
0.361730, 0.601560, 0.419830
0.087690, 0.798849, 0.252389
0.897320, 0.251612, 0.840431
0.128897, 0.369307, 0.940806
0.131787, 0.951071, 0.657664
0.366626, 0.877879, 0.514470
0.691961, 0.792621, 0.585735
0.449186, 0.470758, 0.022641
0.530314, 0.984621, 0.531846
0.742924, 0.330939, 0.091439
0.818128, 0.278555, 0.671355
0.460332, 0.804806, 0.377150
0.757785, 0.084626, 0.309862
0.851058, 0.731472, 0.853549
0.601781, 0.129412, 0.026203
0.387489, 0.535168, 0.576344
0.621544, 0.282848, 0.821722
0.676227, 0.353089, 0.363986
0.520186, 0.767242, 0.028434
0.890966, 0.460608, 0.432773
0.617413, 0.852958, 0.667136
0.560361, 0.986709, 0.624378
0.926575, 0.945444, 0.079569
0.309685, 0.870784, 0.273285
0.102463, 0.090194, 0.898173
0.587008, 0.844680, 0.529850
0.184298, 0.501462, 0.075242
0.586655, 0.903393, 0.327972
0.226823, 0.216264, 0.752934
0.566823, 0.594574, 0.003403
0.191186, 0.255318, 0.136335
0.380380, 0.054622, 0.035133
0.485943, 0.239651, 0.806355
0.402395, 0.047755, 0.619470
0.435751, 0.663107, 0.844626
0.633097, 0.452995, 0.488040
0.484476, 0.583825, 0.340864
0.908802, 0.228700, 0.754787
0.706225, 0.515282, 0.347246
0.163080, 0.884189, 0.567713
0.558482, 0.412804, 0.988748
0.886454, 0.635526, 0.279211
0.702200, 0.869680, 0.703753
0.970989, 0.409486, 0.233959
0.156007, 0.010789, 0.333493
0.016961, 0.070891, 0.457358
0.809419, 0.910384, 0.822835
0.395040, 0.436334, 0.460610
0.477016, 0.200529, 0.289844
0.416332, 0.293554, 0.762990
0.567594, 0.548819, 0.008026
0.898509, 0.246929, 0.131536
0.720387, 0.538603, 0.308817
0.293366, 0.594476, 0.362526
0.978523, 0.043467, 0.549676
0.401385, 0.071617, 0.660898
0.709404, 0.955203, 0.093792
0.356828, 0.211187, 0.425004
0.047058, 0.896704, 0.902092
0.453231, 0.451274, 0.562703
0.340958, 0.474420, 0.573991
0.065860, 0.913215, 0.404523
0.818716, 0.156286, 0.697610
0.737923, 0.264158, 0.702393
0.117482, 0.518152, 0.578804
0.958532, 0.047675, 0.277068
0.679715, 0.971428, 0.798048
0.798234, 0.916479, 0.254333
0.571644, 0.626406, 0.011274
0.481964, 0.374313, 0.085726
0.794111, 0.615254, 0.580985
0.607275, 0.468196, 0.965049
0.577376, 0.966007, 0.672806
0.845741, 0.376640, 0.195650
0.297482, 0.775722, 0.561582
0.513304, 0.095155, 0.274151
0.661646, 0.285957, 0.077708
0.043872, 0.351722, 0.392278
0.013637, 0.204905, 0.838017
0.544265, 0.463591, 0.580688
0.624132, 0.780031, 0.989143
0.534579, 0.672739, 0.731360
0.974062, 0.065034, 0.022497
0.114321, 0.400959, 0.924490
0.905850, 0.617517, 0.609579
0.192147, 0.419322, 0.550169
0.698048, 0.096987, 0.062509
0.586405, 0.708678, 0.756585
0.931076, 0.587757, 0.431164
0.573808, 0.997532, 0.523373
0.337956, 0.034495, 0.760858
0.748610, 0.896136, 0.351910
0.546485, 0.767628, 0.528672
0.390135, 0.994589, 0.051743
0.643049, 0.718918, 0.855401
0.724144, 0.692355, 0.417259
0.878047, 0.329763, 0.333574
0.383516, 0.752540, 0.947061
0.250304, 0.864941, 0.067401
0.808433, 0.325681, 0.726737
0.268883, 0.114777, 0.063155
0.444451, 0.895201, 0.645623
0.988652, 0.271624, 0.180622
0.721872, 0.503180, 0.940050
0.416919, 0.161236, 0.894725
0.647950, 0.101402, 0.260137
0.114611, 0.275167, 0.738181
0.611276, 0.709128, 0.315669
0.440678, 0.476988, 0.743782
0.744528, 0.289729, 0.471855
0.467014, 0.109480, 0.025017
0.463150, 0.160265, 0.569522
0.950293, 0.580913, 0.401004
0.680447, 0.272344, 0.291193
0.084471, 0.712376, 0.906089
0.636694, 0.919915, 0.016123
0.984021, 0.435572, 0.655473
0.530332, 0.285804, 0.500548
0.702538, 0.563966, 0.573037
0.024496, 0.696521, 0.422254
0.823918, 0.591521, 0.687598
0.458031, 0.124040, 0.748391
0.215159, 0.184012, 0.695297
0.851081, 0.113900, 0.316029
0.500245, 0.609458, 0.164492
0.609170, 0.323295, 0.621870
0.761118, 0.116515, 0.267236
0.437832, 0.643761, 0.695595
0.869521, 0.037489, 0.071938
0.055137, 0.682966, 0.611867
0.652068, 0.314775, 0.421813
0.409239, 0.085647, 0.472166
0.698997, 0.041618, 0.472142
0.286892, 0.787845, 0.318296
0.605545, 0.396192, 0.803381
0.424234, 0.095661, 0.771835
0.235105, 0.410269, 0.383348
0.923840, 0.981217, 0.307493
0.030460, 0.939249, 0.951800
0.895954, 0.294390, 0.810329
0.192012, 0.140284, 0.746262
0.428225, 0.178571, 0.242974
0.671346, 0.316437, 0.351033
0.817696, 0.016459, 0.626199
0.526262, 0.888744, 0.124788
0.309832, 0.338196, 0.060215
0.036786, 0.258636, 0.892344
0.630723, 0.553789, 0.530272
0.282870, 0.196073, 0.391710
0.466860, 0.517097, 0.842686
0.023042, 0.266517, 0.348103
0.566292, 0.663372, 0.288783
0.576867, 0.401572, 0.213552
0.163637, 0.244026, 0.343914
0.165087, 0.616976, 0.507590
0.059915, 0.985663, 0.033244
0.728610, 0.752879, 0.644298
0.709334, 0.781654, 0.265535
0.849976, 0.541206, 0.043289
0.554986, 0.650592, 0.495527
0.315768, 0.120913, 0.193187
0.894799, 0.882701, 0.555162
0.600609, 0.428625, 0.896679
0.491090, 0.746287, 0.837779
0.551025, 0.069485, 0.832750
0.025970, 0.485254, 0.662462
0.007093, 0.207116, 0.005507
0.552459, 0.183538, 0.726394
0.496740, 0.707577, 0.247903
0.505905, 0.738429, 0.771727
0.408078, 0.571315, 0.098908
0.343793, 0.133479, 0.380240
0.700028, 0.365419, 0.602339
0.512861, 0.651910, 0.655351
0.486788, 0.453942, 0.394869
0.566592, 0.710605, 0.139894
0.204756, 0.330299, 0.337726
0.161859, 0.364067, 0.878687
0.096507, 0.000261, 0.380865
0.197678, 0.368336, 0.621895
0.190512, 0.937261, 0.553238
0.277320, 0.918242, 0.891353
0.972389, 0.950180, 0.669244
0.980873, 0.524448, 0.391121
0.565783, 0.113619, 0.594420
0.410347, 0.696605, 0.833153
0.798676, 0.340979, 0.840130
0.071755, 0.991356, 0.716580
0.551993, 0.343575, 0.457112
0.688100, 0.900374, 0.593799
0.987470, 0.405716, 0.866845
0.064385, 0.113814, 0.878309
0.745487, 0.400560, 0.217957
0.202123, 0.082848, 0.431782
0.954900, 0.008170, 0.312866
0.339193, 0.817380, 0.699584
0.903673, 0.028208, 0.087022
0.570983, 0.510763, 0.389992
0.599352, 0.306295, 0.901007
0.221993, 0.040693, 0.922046
0.828697, 0.907256, 0.250930
0.373039, 0.673265, 0.561094
0.301259, 0.256350, 0.477284
0.709872, 0.811852, 0.801637
0.116015, 0.860471, 0.938858
0.386478, 0.528538, 0.146549
0.056862, 0.674029, 0.409730
0.334969, 0.825456, 0.444014
0.543971, 0.516598, 0.465567
0.789209, 0.242194, 0.547746
0.965616, 0.100143, 0.095881
0.471008, 0.228360, 0.043831
0.661452, 0.022439, 0.135431
0.180570, 0.833211, 0.781949
0.222531, 0.070390, 0.039730
0.735995, 0.872913, 0.049396
0.191143, 0.540356, 0.764775
0.567382, 0.989121, 0.149694
0.907394, 0.572825, 0.477875
0.637832, 0.047632, 0.554185
0.191913, 0.485844, 0.578613
0.752350, 0.751233, 0.978356
