@dimension:4
0.760840, 0.430179, 0.018149, 0.038166
0.448567, 0.067040, 0.736258, 0.285835
0.025853, 0.518879, 0.793192, 0.169891
0.361471, 0.237107, 0.056894, 0.223714
0.966280, 0.274773, 0.117472, 0.350934
0.142423, 0.695218, 0.528957, 0.172273
0.397740, 0.816158, 0.174508, 0.951227
0.268064, 0.348945, 0.721439, 0.220821
0.343560, 0.220670, 0.799983, 0.307986
0.314664, 0.556460, 0.429738, 0.601945
0.882423, 0.890098, 0.871230, 0.764224
0.312544, 0.923886, 0.744092, 0.953392
0.659241, 0.860858, 0.438266, 0.942641
0.968355, 0.148605, 0.609171, 0.330315
0.611265, 0.539092, 0.525683, 0.159448
0.844222, 0.842782, 0.637246, 0.198397
0.457016, 0.073301, 0.971622, 0.058882
0.623050, 0.607155, 0.455848, 0.442810
0.314512, 0.009486, 0.429653, 0.183916
0.076741, 0.784190, 0.888427, 0.799546
0.973410, 0.098052, 0.961501, 0.954804
0.392197, 0.653446, 0.463477, 0.655440
0.985937, 0.648798, 0.349941, 0.458012
0.807699, 0.990995, 0.648036, 0.545680
0.243560, 0.520769, 0.570513, 0.604173
0.339521, 0.322604, 0.010519, 0.799411
0.704005, 0.217162, 0.841830, 0.634700
0.409132, 0.277145, 0.983158, 0.932355
0.086433, 0.684455, 0.636033, 0.812020
0.617252, 0.150677, 0.431184, 0.910319
0.727809, 0.285412, 0.917679, 0.427402
0.348993, 0.525974, 0.042367, 0.059471
0.536931, 0.206454, 0.874422, 0.407122
0.491625, 0.741665, 0.162261, 0.128985
0.854313, 0.446880, 0.708042, 0.061703
0.044360, 0.558476, 0.311538, 0.021307
0.109190, 0.161469, 0.803926, 0.589288
0.159390, 0.873181, 0.554794, 0.418106
0.100579, 0.427569, 0.150176, 0.004955
0.276866, 0.280089, 0.455477, 0.202588
0.895279, 0.951124, 0.544016, 0.284208
0.691828, 0.559210, 0.647133, 0.358391
0.482611, 0.236101, 0.147311, 0.862492
0.907594, 0.927591, 0.019224, 0.103586
0.968031, 0.697735, 0.828174, 0.113540
0.260634, 0.477416, 0.926385, 0.760370
0.540541, 0.878527, 0.402546, 0.588977
0.939280, 0.483867, 0.360943, 0.366614
0.680897, 0.839880, 0.861607, 0.027451
0.367137, 0.465425, 0.404812, 0.676582
0.319075, 0.699123, 0.168058, 0.552256
0.764143, 0.945989, 0.242236, 0.254389
0.512507, 0.704684, 0.616292, 0.024874
0.053293, 0.702229, 0.356738, 0.694922
0.557005, 0.583146, 0.937445, 0.643050
0.738390, 0.121418, 0.670186, 0.813884
0.942146, 0.648502, 0.376769, 0.348990
