@dimension:2
0.527053, 0.179398
0.149697, 0.956325
0.947077, 0.522349
0.118457, 0.908400
0.487018, 0.314854
0.748054, 0.539743
0.452336, 0.406222
0.369514, 0.427415
0.558716, 0.344083
0.998186, 0.507057
0.100592, 0.655770
0.529002, 0.944939
0.597412, 0.707197
0.867432, 0.929508
0.232693, 0.875726
0.319476, 0.437784
0.834405, 0.846772
0.700731, 0.192746
0.480848, 0.609842
0.611025, 0.496037
0.893555, 0.983634
0.937971, 0.484538
0.635344, 0.231928
0.017470, 0.625824
0.229737, 0.186663
0.241738, 0.895146
0.710983, 0.482916
0.372837, 0.264568
0.592846, 0.959230
0.777892, 0.034701
0.225858, 0.999706
0.062852, 0.359417
0.716573, 0.444028
0.779787, 0.881693
0.609530, 0.376334
0.051824, 0.006989
0.466947, 0.972927
0.975885, 0.702655
0.529457, 0.578537
0.478296, 0.714701
0.987956, 0.577095
0.235303, 0.735998
0.919503, 0.093848
0.309626, 0.884591
0.328139, 0.031418
0.045721, 0.431354
0.758898, 0.799635
0.465742, 0.723495
0.784338, 0.361959
0.449027, 0.791095
0.930897, 0.579653
0.224602, 0.890196
0.526077, 0.771838
0.279895, 0.201030
0.712607, 0.778545
0.008116, 0.410916
0.266798, 0.082023
0.565130, 0.143397
0.076779, 0.430226
0.806687, 0.996472
0.707200, 0.902432
0.166496, 0.299694
0.959116, 0.854562
0.623265, 0.217929
0.729786, 0.514258
0.139377, 0.502138
0.439858, 0.688053
0.102515, 0.973987
0.802899, 0.318017
0.910827, 0.270134
0.150414, 0.014748
0.873394, 0.133284
0.098667, 0.300073
0.320639, 0.977974
0.808516, 0.721960
0.988906, 0.547600
0.508863, 0.467680
0.296007, 0.984046
0.863165, 0.222528
0.027110, 0.635761
0.238564, 0.537683
0.846573, 0.346843
0.383628, 0.642890
0.058258, 0.137406
0.383206, 0.534857
0.334461, 0.294103
0.994991, 0.805563
0.098091, 0.620943
0.197295, 0.941040
0.054912, 0.898134
0.937521, 0.918255
0.110977, 0.185800
0.746731, 0.309246
0.495089, 0.957134
0.557141, 0.867468
0.529360, 0.946465
0.245645, 0.558838
0.382695, 0.961241
0.581382, 0.286956
0.865771, 0.017857
0.126571, 0.278862
0.834990, 0.672967
0.550652, 0.809290
0.729081, 0.662826
0.124480, 0.140765
0.838337, 0.924276
0.301455, 0.546877
0.356469, 0.167141
0.131968, 0.991702
0.535274, 0.345957
0.499283, 0.446644
0.744401, 0.143511
0.995750, 0.575114
0.942452, 0.798269
0.504442, 0.162205
0.177080, 0.176217
0.682752, 0.009796
0.648151, 0.476445
0.615895, 0.353755
0.558058, 0.281643
0.570788, 0.229424
0.936171, 0.222731
0.441434, 0.179679
0.860819, 0.785586
0.348799, 0.262511
0.020854, 0.485407
0.228972, 0.325496
0.616029, 0.601919
0.445391, 0.688470
0.114433, 0.282207
0.057239, 0.023962
0.725678, 0.468737
0.068643, 0.674856
0.298757, 0.213008
0.032463, 0.607381
0.258008, 0.341819
0.958509, 0.664676
0.212330, 0.622063
0.009923, 0.767751
0.592533, 0.694095
0.651683, 0.843432
0.560158, 0.570108
0.802964, 0.423171
0.230353, 0.542076
0.676893, 0.543576
0.881136, 0.256495
0.906471, 0.066244
0.369782, 0.922834
0.074999, 0.507520
0.882062, 0.811623
0.943464, 0.801056
0.349183, 0.724674
0.588683, 0.999495
0.515050, 0.438522
0.245548, 0.918125
0.932327, 0.617102
0.626376, 0.496072
0.480909, 0.631559
0.606191, 0.259639
0.750978, 0.680944
0.621828, 0.065096
0.066402, 0.019117
0.305650, 0.055036
0.998278, 0.050667
0.561623, 0.204677
0.011822, 0.692709
0.355650, 0.410943
0.713269, 0.918223
0.581945, 0.757473
0.849372, 0.394928
0.560909, 0.191975
0.529263, 0.328066
0.809511, 0.445471
0.039215, 0.089751
0.449160, 0.024858
0.788700, 0.672687
0.852005, 0.651262
0.762243, 0.010975
0.453060, 0.584702
0.085502, 0.023992
0.231950, 0.385177
0.665725, 0.834590
0.945811, 0.244854
0.254597, 0.008186
0.583909, 0.755872
0.940898, 0.670952
0.698639, 0.022749
0.336170, 0.013858
0.903890, 0.674364
0.043299, 0.734093
0.892873, 0.523325
0.524038, 0.499142
0.074166, 0.510841
0.701746, 0.253409
0.047532, 0.873668
0.740354, 0.133036
0.929036, 0.307297
0.739949, 0.323140
0.005741, 0.493138
0.169860, 0.828988
0.800615, 0.937588
0.044689, 0.081749
0.948613, 0.342919
0.432192, 0.852859
0.994657, 0.198110
0.640567, 0.008487
0.633474, 0.805244
0.739173, 0.277419
0.587450, 0.270808
0.475507, 0.850316
0.265639, 0.596133
0.200194, 0.657934
0.903220, 0.414465
0.917507, 0.534181
0.985623, 0.372886
0.096198, 0.798214
0.580766, 0.940910
0.881349, 0.828997
0.960625, 0.227667
0.395501, 0.183696
0.374782, 0.963483
0.259371, 0.241995
0.209674, 0.994368
0.340541, 0.476213
0.719976, 0.632044
0.762301, 0.997872
0.236607, 0.660225
0.408487, 0.439862
0.766387, 0.664237
0.827657, 0.432069
0.785296, 0.473323
0.139698, 0.907366
0.092474, 0.214589
0.605577, 0.937135
0.432222, 0.352893
0.075479, 0.577751
0.256146, 0.040052
0.154848, 0.532819
0.084798, 0.204085
0.051264, 0.602041
0.506935, 0.057245
0.112353, 0.313457
0.275246, 0.063232
0.748035, 0.223808
